"Source","Target","weight"
"CelluForce","Unigraph International Inc.",2
"CelluForce","Profecta Labels Inc.",2
"CelluForce","Les Emballages Carrousel",2
"CelluForce","Crown Pakaging Inc.",2
"CelluForce","Imprimerie Ste-Julie",2
"CelluForce","Ultra Encres et Enduits U.V. inc.",2
"CelluForce","Imprimerie PrÃciGrafik Inc.",2
"CelluForce","Marquis Book Printing Inc.",2
"CelluForce","Pazazz Printing Inc.",2
"CelluForce","Fonds de solidaritÃ FTQ",2
"CelluForce","Dominion Blueline Inc.",2
"CelluForce","Biomod Concepts Inc.",2
"CelluForce","CollÃge Ahuntsic",1
"CelluForce","CollÃ¨ge Ahuntsic",1
"CelluForce","CÃ©gep de Thetford",1
"CelluForce","SiliCycle Inc.",1
"Magna International Inc.","Magna International Inc.",1
"Magna International Inc.","BIC Inc.",2
"Magna International Inc.","Nanowave Technologies",2
"Magna International Inc.","ArcelorMittal Dofasco Inc.",1
"Magna International Inc.","Canada Centre for Mineral and Energy Technology",1
"Magor Communications Corp.","3Vista Corporation",1
"Magor Communications Corp.","Frontline Robotics Inc",1
"Magor Communications Corp.","Magor Communications Corp.",1
"Canadian Light Source Inc.","Canadian Light Source Inc.",3
"Canadian Light Source Inc.","Cisco Systems Canada Co",1
"NOVA Chemicals Corporation","Kubota Metal Corporation",3
"NOVA Chemicals Corporation","InnoHealth",2
"NOVA Chemicals Corporation","National Research Council of Canada",6
"NOVA Chemicals Corporation","5D Composite",3
"NOVA Chemicals Corporation","Total Plastic Solutions Inc.",3
"NOVA Chemicals Corporation","Jyco Sealing Technologies",3
"NOVA Chemicals Corporation","Micromolding Solutions Inc.",3
"NOVA Chemicals Corporation","Ingenia Polymers Corporation",3
"NOVA Chemicals Corporation","MAHLE Filter Systems Canada",3
"NOVA Chemicals Corporation","Gracious Living Innovations Inc.",3
"NOVA Chemicals Corporation","ABC Group Inc.",3
"NOVA Chemicals Corporation","Industrial Thermo Polymers Ltd",3
"NOVA Chemicals Corporation","Lavergne Group",3
"NOVA Chemicals Corporation","Horizon Plastics International Inc.",3
"NOVA Chemicals Corporation","Canadian General Tower Ltd",4
"NOVA Chemicals Corporation","Mastercore System Ltd",3
"NOVA Chemicals Corporation","Ensyn Technologies Inc.",3
"NOVA Chemicals Corporation","Sealed Air Corporation",3
"NOVA Chemicals Corporation","Camoplast Inc.",3
"NOVA Chemicals Corporation","Cascades Canada Inc.",3
"NOVA Chemicals Corporation","IPL Inc.",3
"NOVA Chemicals Corporation","ShawCor Ltd.",1
"NOVA Chemicals Corporation","Alberta Research Council",3
"NOVA Chemicals Corporation","Global Thermoelectric Inc.",3
"NOVA Chemicals Corporation","PC Automax inc.",3
"NOVA Chemicals Corporation","Acumentrics Canada Ltd",3
"NOVA Chemicals Corporation","Alberta Innovates - Technology Futures",3
"NOVA Chemicals Corporation","Sustainable Energy Technologies",3
"NOVA Chemicals Corporation","ATCO Gas",3
"NOVA Chemicals Corporation","Versa Power Systems Ltd",3
"NOVA Chemicals Corporation","Polycontrols Technologies Inc.",3
"NOVA Chemicals Corporation","CHFCA",3
"NOVA Chemicals Corporation","Hydrogen & Fuel Cells Canada",3
"NOVA Chemicals Corporation","Enbridge Pipelines Inc.",2
"NOVA Chemicals Corporation","Northwest Mettech Corp",3
"NOVA Chemicals Corporation","Alberta Energy Research Institute",3
"NOVA Chemicals Corporation","Vale Inco Technical Services Limited",3
"NOVA Chemicals Corporation","Xebec Inc",3
"NOVA Chemicals Corporation","Enerkem Technologies Inc.",3
"NOVA Chemicals Corporation","City of Vancouver",2
"NOVA Chemicals Corporation","Angstrom Power Inc.",1
"NOVA Chemicals Corporation","QuestAir Technologies Inc.",1
"NOVA Chemicals Corporation","Lanxess Deutschland GbMH",3
"Canadian Dairy Network","Canadian Dairy Network",2
"Canadian Dairy Network","Centre d'insÃmination artificielle du QuÃbec",3
"Canadian Dairy Network","Ottawa Hospital - General Campus",2
"Canadian Dairy Network","Ayrshire Breeder's Association of Canada",1
"Canadian Dairy Network","Jersey Canada",1
"Canadian Dairy Network","Dairy Farmers of Canada",4
"Canadian Dairy Network","Centre quÃbÃcois de valorisation de la biotechnologie",1
"Canadian Dairy Network","Dairy Farmers of New Brunswick",1
"Canadian Dairy Network","Public Health Agency of Canada",1
"Canadian Dairy Network","Pfizer Canada Inc.",1
"Canadian Dairy Network","Health Canada",1
"Canadian Dairy Network","Dairy Farmers of Nova Scotia",1
"Canadian Dairy Network","Alberta Milk",1
"Canadian Dairy Network","Dairy Farmers of Prince Edward Island",1
"Canadian Dairy Network","Dairy Farmers of Saskatchewan",1
"Canadian Dairy Network","Novalait Inc.",1
"E-One Moli Energy (Canada) Limited","3M Canada Company",3
"3M Canada Company","Nova Scotia Power Corp",1
"3M Canada Company","Magna E-Car Systems",1
"3M Canada Company","Medtronic Inc.",1
"3M Canada Company","Ministry of Research and Innovation",2
"3M Canada Company","Promatek Research Centre",2
"3M Canada Company","AarKel Tool and Die Inc.",2
"3M Canada Company","Seattle Safety LLC",2
"3M Canada Company","Canada Centre for Mineral and Energy Technology",2
"3M Canada Company","Meridian Technologies Inc.",2
"3M Canada Company","Canada Foundation for Innovation",2
"3M Canada Company","Huys Industries Limited",2
"3M Canada Company","Canada Health Infoway",3
"3M Canada Company","ABELSoft Canada",3
"3M Canada Company","Canadian Inst for Health Information",3
"3M Canada Company","PeriMind Corporation",3
"3M Canada Company","NexJ Systems Inc.",3
"3M Canada Company","Interfaceware Corporation",3
"3M Canada Company","HIPAAT",3
"3M Canada Company","Intel Corporation",3
"3M Canada Company","MDI Solutions",3
"3M Canada Company","Mohawk College of Applied Arts & Technology",3
"3M Canada Company","Centre de recherche industrielle du QuÃbec",2
"3M Canada Company","Bell Helicopter Textron Canada",1
"3M Canada Company","London Hydro",1
"3M Canada Company","Golfland London",1
"3M Canada Company","Vital Group Inc.",1
"3M Canada Company","Architects Tillmann Ruth Mocellin",1
"3M Canada Company","Decade Group Inc.",1
"3M Canada Company","TRY Recycling Inc.",1
"3M Canada Company","Centennial Windows & Doors",1
"3M Canada Company","A&L Canada Laboratories Inc.",1
"3M Canada Company","London & District Construction Assoc.",1
"3M Canada Company","Otterville Custom Golf Carts",1
"3M Canada Company","OCE Inc.",1
"AUTO21 Network of Centres of Excellence","Woodbridge Foam Corporation",1
"AUTO21 Network of Centres of Excellence","Hospital for Sick Children",1
"AUTO21 Network of Centres of Excellence","Hatch Associates Ltd",2
"AUTO21 Network of Centres of Excellence","ExxonMobil Canada Ltd.",2
"AUTO21 Network of Centres of Excellence","Monteco Canada",2
"AUTO21 Network of Centres of Excellence","Provident Energy Ltd.",2
"AUTO21 Network of Centres of Excellence","CryoCath Technologies Inc.",2
"AUTO21 Network of Centres of Excellence","City of Kingston",2
"AUTO21 Network of Centres of Excellence","Pensafe Inc.",2
"AUTO21 Network of Centres of Excellence","Lafarge Canada Inc.",2
"AUTO21 Network of Centres of Excellence","The International Group Inc.",2
"AUTO21 Network of Centres of Excellence","Cangene Corporation",2
"AUTO21 Network of Centres of Excellence","PARTEQ Innovations",2
"AUTO21 Network of Centres of Excellence","Zap Paintball Inc.",2
"AUTO21 Network of Centres of Excellence","Ontario Hospital Association",2
"AUTO21 Network of Centres of Excellence","MLE Equipment Inc.",2
"AUTO21 Network of Centres of Excellence","Shorewood Packaging Corp. Cda",2
"AUTO21 Network of Centres of Excellence","OCE Inc.",2
"AUTO21 Network of Centres of Excellence","PnuVax Inc.",2
"AUTO21 Network of Centres of Excellence","Maple Leaf Sports and Entertainment Ltd.",2
"Woodbridge Foam Corporation","Hospital for Sick Children",1
"Hospital for Sick Children","Hospital for Sick Children",20
"Hospital for Sick Children","GlaxoSmithKline",2
"Hospital for Sick Children","Social Sciences and Humanities Research Council",6
"Hospital for Sick Children","Ottawa Health Research Institute",18
"Hospital for Sick Children","Ontario Cancer Institute",6
"Hospital for Sick Children","Robarts Research Institute",6
"Hospital for Sick Children","Sunnybrook and Women's College Health Sciences Centre",6
"Hospital for Sick Children","British Columbia Cancer Agency",6
"Hospital for Sick Children","Lawson Health Research Institute",6
"Hospital for Sick Children","Mount Sinai Hospital",12
"Hospital for Sick Children","St. Michael's Hospital",4
"Hospital for Sick Children","QLT Inc.",2
"Hospital for Sick Children","Canadian Diabetes Association",2
"Micromolding Solutions Inc.","InnoHealth",2
"Micromolding Solutions Inc.","National Research Council of Canada",3
"Micromolding Solutions Inc.","5D Composite",3
"Micromolding Solutions Inc.","Total Plastic Solutions Inc.",3
"Micromolding Solutions Inc.","Jyco Sealing Technologies",3
"Micromolding Solutions Inc.","Ingenia Polymers Corporation",3
"Micromolding Solutions Inc.","MAHLE Filter Systems Canada",3
"Micromolding Solutions Inc.","Gracious Living Innovations Inc.",3
"Micromolding Solutions Inc.","ABC Group Inc.",3
"Micromolding Solutions Inc.","Industrial Thermo Polymers Ltd",3
"Micromolding Solutions Inc.","Lavergne Group",3
"Micromolding Solutions Inc.","Horizon Plastics International Inc.",3
"Micromolding Solutions Inc.","Canadian General Tower Ltd",3
"Micromolding Solutions Inc.","Mastercore System Ltd",3
"Micromolding Solutions Inc.","Ensyn Technologies Inc.",3
"Micromolding Solutions Inc.","Sealed Air Corporation",3
"Micromolding Solutions Inc.","Camoplast Inc.",3
"Micromolding Solutions Inc.","Cascades Canada Inc.",3
"Micromolding Solutions Inc.","IPL Inc.",3
"Micromolding Solutions Inc.","Research in Motion Limited",1
"Micromolding Solutions Inc.","GDG Environnement LtÃe",1
"Niagara College Canada","TD Canada Trust",3
"Niagara College Canada","MDG Computers Canada Inc.",3
"Niagara College Canada","Golden Horseshoe Biosciences Network",3
"Niagara College Canada","VISTA Science & Technology Inc.",3
"Niagara College Canada","Centre for Advanced Visualization Inc.",3
"Niagara College Canada","EarthGen International Ltd",5
"Niagara College Canada","The Strategem Group",3
"Niagara College Canada","OCE Inc.",3
"Niagara College Canada","Convergent Telecom",3
"Niagara College Canada","Checkfluid Inc.",3
"Niagara College Canada","Hoogendoorn America Inc.",3
"Niagara College Canada","Grape Growers of Ontario",3
"Niagara College Canada","Mide Bistro",3
"Niagara College Canada","Grand Central Sports Bar",3
"Niagara College Canada","Downtown Niagara Falls Business Improvement Association",3
