"Parcel","TaxPayer","Address","City","State","Zip","Zip4","Phone","Email","SitusAddress","YearBuilt","AgentName""AgentContact","AgentAddress","AgentCity","AgentState","AgentZip","AgentZip4","AgentPhone","AgentEmail"
"104015370","WILD JASON R & ANN M REVOC TR","1310 W APPIAN PL","TUCSON","AZ","85704","2955","5208207806","JWILDMD@YAHOOL.COM","1654 W BLUE HORIZON ST","2006","OWNER AGENT","","","  ","     ","    ","          ",""
"104015630","CAPPS KAYLA","5127 N CLIFFED RIVER DR","TUCSON","AZ","85704","1458","5203316432","","5127 N CLIFFED RIVER DR","2007","BLUE FOX PROPERTIES 02","7368 N LA CHOLLA BLVD","TUCSON","AZ","85741","2305","5207807888","MARYANN@BLUEFOXPROPERTIES.COM"
"104015750","SHERRILL DK3 LLC","615 W ALTOS RD","TUCSON","AZ","85704","4103","5205919224","","1596 W GENTLE BROOK TR","2008","COPPER ROSE REALTY 01","6601 E 22ND ST","TUCSON","AZ","85710","5118","5202031572","JENTILMAN2003@YAHOO.COM"
"104015910","DEJURAS EVANGELINE A & MERRIL ANGELO CP/RS","4014 MISTY WATERS LN","KATY","TX","77494","2691","5209074118","DEJURAS28@GMAIL.COM","5100 N RIVER FRINGE DR","2006","FORT LOWELL REALTY & PROPERTY MANAGEMENT INC","2921 E FORT LOWELL RD STE 203","TUCSON","AZ","85716","1556","5203220000",""
"104015960","VILLALBA DANIEL EDUARDO & ACOSTA LUZ E CP/RS","1943 GRAEFIELD RD","BIRMINGHAM","MI","48009","5849","5203131163","","5089 N FORTUNE TELLER WY","2006","GENTRY REALTY LLC","2812 N NORWALK STE 103","MESA","AZ","85215","1148","4806543655","accounts@azvalleyrentals.com"
"104016350","FOLLETTE DAVID J & BRUTLAG KATHERINE A JT/RS","31 WEAVER CIR","AMHERST","MA","01002","4102","9252709883","FOLLETTE@GMAIL.COM","1607 W GLEAMING MOON LN","2008","REGISTERED AGENTS INC","1846 E INNOVATION PARK DR STE 100","ORO VALLEY","AZ","85755","1963","5203341150","COMPLIANCE@LLCAGENT.COM"
"104016560","ZHANG DICHUAN & CHEN XIAOYAN CP/RS","11775 N SAGE BROOK RD","TUCSON","AZ","85737","7347","5203059979","ZDC1979@GMAIL.COM","1690 W GLEAMING MOON LN","2007","OWNER AGENT","","","  ","     ","    ","          ",""
"104016730","DERMER GALIT SEPARATE PROPERTY TR","6118 N PLACITA SAN AGUSTIN","TUCSON","AZ","85741","3694","5206687840","GALITDERMER@YAHOO.COM","1593 W GENTLE BROOK TR","2008","OWNER AGENT","","","  ","     ","    ","          ",""
"104016890","LING RICHARD KWONG PUI & MEI LI TR","9039 E DAVENPORT DR","SCOTTSDALE","AZ","85260","4249","4803913321","RICHKLING@GMAIL.COM","1705 W GENTLE BROOK TR","2008","OWNER AGENT","","","  ","     ","    ","          ",""
"104021100","MACHA-SOUTHWORTH HOLDINGS LLC","5470 N KENNEBEC LN","TUCSON","AZ","85704","1616","8014482352","","5470 N KENNEBEC LN","1982","BLUE FOX PROPERTIES 02","7368 N LA CHOLLA BLVD","TUCSON","AZ","85741","2305","5207807888","MARYANN@BLUEFOXPROPERTIES.COM"
"104030200","SMITH BECKY & RUSHING DANNY","6095 E HOUSE ROCK LN","TUCSON","AZ","85756","8945","5203127670","","1400 W BUENA TIERRA PL","1984","OWNER AGENT","","","  ","     ","    ","          ",""
"104041590","COHN JEREMY A & ELIZABETH JT/RS","1161 CAPRI DR","CAMPBELL","CA","95008","6003","5209906080","jacohn1@gmail.com","4560 N HANSA DR","1964","WHITEHILL LAW OFFICE PC","2730 E BROADWAY BLVD STE 160","TUCSON","AZ","85716","5384","5203148779","JAMES@WHITEHILLLAW.COM"
"104044620","MC MAHAN STACEY M","8 PINE ST APT 2","LISBON","ME","4252 ","1808","5203315835","S.MAC1959@GMAIL.COM","1841 W LETICIA LN","1984","KELLER WILLIAMS SOUTHERN AZ 05","1849 N KOLB RD STE 100","TUCSON","AZ","85715","4929","5206618657","ROB@STONEHOUSEGRP.COM"
"104045090","AOS 401K TR","5746 E 8TH ST","TUCSON","AZ","85711","3214","5202451888","CONGROVE80@YAHOO.COM","1883 W SOUTHBROOKE CI","1984","OWNER AGENT","","","  ","     ","    ","          ",""
"104045370","GOVORKO D M REVOC TR","1884 CHURCH ST","SAN FRANCISCO","CA","94131","2713","4152857801","DGOVORKO@ASTOUND.NET","4629 N SARDIS WY","1983","OWNER AGENT","","","  ","     ","    ","          ",""
"104051570","MATHIEU ZIZETTE M","3075 W AUTUMN BREEZE DR","TUCSON","AZ","85742","4858","5208866235","ZIZETTEM@GMAIL.COM","1948 W AMY DR","1979","","","","","","","",""
"10409139B","ORACLE PALMS APARTMENTS LLC","415 N LA SALLE DR STE 700A","CHICAGO","IL","60654","2743","3128280313","maril@wtrm.com","4045 N ORACLE RD","1978","WATER TOWER REALTY","415 N LA SALLE DR STE 700A","CHICAGO","IL","60654","2743","3128280313",""
"104100880","SHIELDS WAYNE L","PO BOX 12720","LONGVIEW","TX","75607","2720","9037361366","N/A","1266 W MOHAWK DR","1983","GATEWAY WEST REALTY INC","2151 W FELICIA PL","TUCSON","AZ","85741","3101","5202978989",""
"105011160","BOGGS GARY FRANCIS","4550 N FLOWING WELLS RD UNIT 252","TUCSON","AZ","85705","2390","5204080791","GARYAZ@LIVE.COM","400 E CANYON VIEW DR","1964","OWNER AGENT","","","  ","     ","    ","          ",""
"105040640","KELTY JOHN MICHAEL & LINDA LANGE KELLY LIVING TR","8547 N WIND SWEPT LN","TUCSON","AZ","85743","5265","5202042475","","650 E CAMINO LUJOSA","1974","OWNER AGENT","","","  ","     ","    ","          ",""
"105050930","CLANCY ROBERT J","PO BOX 4127","TUBAC","AZ","85646","4127","3307157219","RJCLANCY@MAC.COM","5218 N TIGUA DR","1976","OWNER AGENT","","","  ","     ","    ","          ",""
"105061860","CLARK ELTON & JOSEPHINE REVOC TR","2180 E CIRCULO SOLAZ","TUCSON","AZ","85718","1193","5205572100","JCLARKT20@EARTHLINK.NET","1260 W HOPBUSH WY","1994","OWNER AGENT","","","  ","     ","    ","          ",""
"105071940","ISLAM MD S & PARVIN DILASHA CP/RS","1624 W GENTLE BROOK TRL","TUCSON","AZ","85704","1457","5205058359","M.sajed@gmail.com","1055 W SEA URCHIN ST","2004","","","","","","","",""
"105072440","SU FAMILY TR","2431 PALOMA ST","PASADENA","CA","91104","4928","6267971696","","5078 N OCEAN AV","2003","NORDSTROM GROUP INC 01","2200 E RIVER RD STE 103","TUCSON","AZ","85718","6515","5202995850","INFO@NORDSTROMGROUP.COM"
"105080520","DAVIDSON FAMILY TR","1217 W STOTTLER DR","CHANDLER","AZ","85224","2753","4802355033","LORI.DAVIDSON28@GMAIL.COM","1011 W WHEATRIDGE DR","1968","OWNER AGENT","","","  ","     ","    ","          ",""
"105084730","HERNANDEZ ALEXIS G","2806 RINGGOLD CT","WOODBRIDGE","VA","22192","1212","5205057290","ALTINARIZONA@GMAIL.COM","907 W BRAVE RIVER PL","2001","REMAX 01","3567 E SUNRISE STE 111","TUCSON","AZ","85718","3203","5205447429","JENNIFERANDERSON1@REMAX.NET"
"105092570","KHALIFE TASNIM","55 CENTRE AVE","TORONTO ON MFG 2H5 CANADA","  ","0    ","0   ","4803993777","tasnim.khalife@gmail.com","","1973","KHALIFE ABIDAH","1272 E LOMA VISTA DR","TEMPE","AZ","85282","2516","          ","alchalife@asu.edu"
"105094050","MINDES JUSTIN J","3251 N 145TH AVE","GOODYEAR","AZ","85395","8359","5209063233","jtucson@gmail.com","219 E BROMLEY ST","1967","","","","","","","",""
"105094160","SHORT-FINLEY JENNIFER V & SHORT WILLIAM A JT/RS","627 HUBLER RD","STATE COLLEGE","PA","16801","8218","5204650452","jfinleybee@hotmail.com","4741 N FONTANA AV","1971","NORDSTROM GROUP INC 03","2200 E RIVER RD STE 103","TUCSON","AZ","85718","6515","5202995850","EBUJOR@NORDSTROMGROUP.COM"
"105095780","LEEZEL LLC","2927 N CAMBELL AVE","TUCSON","AZ","85719","2801","5203271866","","109 E CASTLEFIELD CI","2006","OWNER AGENT","","","  ","     ","    ","          ",""
"105096460","KIM STEPHEN S","6311 MONTEREY RD APT 208","LOS ANGELES","CA","90042","4394","5202716746","N/A","443 E CROYDON PARK RD","2010","BLUE FOX PROPERTIES 02","7368 N LA CHOLLA BLVD","TUCSON","AZ","85741","2305","5207807888","MARYANN@BLUEFOXPROPERTIES.COM"
"105101770","HAIDAR CARMEN PATRICIA FLORES","8682 PERIWINKLE CIR","ELK GROVE","CA","95624","1481","9164691491","PATHAIDER@GMAIL.COM","264 E SCHEIBE WY","1985","JENSEN VIRGINIA & GARRET","5611 N FIRST AVE","TUCSON","AZ","85718","3901","5202936533","MORJEN29@MSN.COM"
"105122600","GRANILLO CHRISTINA D TR","6417 E GRANT RD","TUCSON","AZ","85715","3818","5204408817","CDG85705@AOL.COM","4157 N WESTERN WINDS DR","1979","OWNER AGENT","","","  ","     ","    ","          ",""
"105132090","KARRA RAMESH & JULIE A CP/RS","924 N 6TH AVE","TUCSON","AZ","85705","7727","5206474987","JULIE.KARRA@GMAIL.COM","545 E ROGER RD","2000","OWNER AGENT","","","  ","     ","    ","          ",""
"105132620","FLOREZ HENRY W & SLADE-FLOREZ TAMMY CP/RS","3377 W 16TH LN","YUMA","AZ","85364","3455","5200000000","FLOREZHENRY08@GMAIL.COM","4176 N STONE CLIFF DR","2012","","","","","","","",""
"105132750","DIECKMANN CAROL L REVOC TR","4156 N FORTUNE LOOP","TUCSON","AZ","85719","1115","5202508864","DIECKMAN@U.ARIZONA.ED","4179 N DESERT RAIN DR","2012","OWNER AGENT","","","  ","     ","    ","          ",""
"106010090","HUYNH BANG P & DUNG T CP/RS","1970 E GLENN ST","TUCSON","AZ","85719","2820","5208918838","","602 E ROGER RD","1952","OWNER AGENT","","","  ","     ","    ","          ",""
"106010240","HOWARD DANIEL W","5824 N PLACITA ESPLENDORA","TUCSON","AZ","85718","4523","5205290848","","450 E ROGER RD","1954","OWNER AGENT","","","  ","     ","    ","          ",""
"106010420","PACHECO DE MIRANDA GLORIA & MIRANDA MARIA E JT/RS","920 W WHEATRIDGE DR","TUCSON","AZ","85704","2427","5203901714","HOMELIFE.MIRANDA@GMAIL.COM","434 E MCMILLAN DR","1951","OWNER AGENT","","","  ","     ","    ","          ",""
"106011250","SMITH DION MANU & KAREN NICHOLE &","3815 FLORESTA WAY","LOS ANGELES","CA","90043","1752","3235287674","N/A","3842 N 2ND AV","1950","CENTURY 21 1ST AMERICAN 01","8830 E SPEEDWAY BLVD","TUCSON","AZ","85710","1832","5208866023","TJOHNJES@GMAIL.COM"
"10601155A","CHRISI GARDENS 2 LLC","4340 TUSCANY CIR","RENO","NV","89523","7982","7757726192","","438 E PASTIME RD","1956","OWNER AGENT","","","  ","     ","    ","          ",""
"10601155B","CHRISI GARDENS 2 LLC","4340 TUSCANY CIR","RENO","NV","89523","7982","7757726192","","446 E PASTIME RD","1981","OWNER AGENT","","","  ","     ","    ","          ",""
"106012630","SANDOVAL RAYMOND","7365 W AGAVE RANCH PL","TUCSON","AZ","85735","1812","5203024729","RAYSANDOVAL@MEC.COM","254 E PASTIME RD","1986","GRIJALVA REALTY CORP","4937 E 5TH STE 115","TUCSON","AZ","85711","2282","5203251574","LAURA@GRIJALVAREALTY.COM"
"10602093A","SHAR-I-DON 2 LLC","2455 N CAMPBELL AVE","TUCSON","AZ","85719","3369","5202926208","CHRISTINE@VILLELA.NET","356 E ROGER RD","1955","OWNER AGENT","","","  ","     ","    ","          ",""
"106024280","BRYANT ROSS B TR & BRYANT REED B","2149 E WATER ST","TUCSON","AZ","85719","3436","5203226258","ROSSBB@COX.NET","","1993","OWNER AGENT","","","  ","     ","    ","          ",""
"106024670","WATERS MATTHEW & NICOLE FAMILY TR","5 CROWNLYN CT","BARDONIA","NY","10954","1402","8455966930","ROCKLANDWATERS@GMAIL.COM","122 E PASTIME RD","1987","BLUE FOX PROPERTIES 02","7368 N LA CHOLLA BLVD","TUCSON","AZ","85741","2305","5207807888","MARYANN@BLUEFOXPROPERTIES.COM"
"106030060","BROOKBANK ROBERT G","3502 N STONE AVE","TUCSON","AZ","85705","3508","5209752723","rubrook2@yahoo.com","19 E YAVAPAI RD","1951","","","","","","","",""
"10604130B","LUNAESQ ENTERPRISES LLC","3421 N LOS ALTOS AVE","TUCSON","AZ","85705","6102","5165829681","lunaesqac@aol.com","3421 N LOS ALTOS AV","1947","BUSINESS FILINGS INC","2394 E CAMELBACK RD","PHOENIX","AZ","85016","3429","8009817183",""
"10604130C","LUNAESQ ENTERPRISES LLC","3421 N LOS ALTOS AVE","TUCSON","AZ","85705","6102","5165829681","lunaesqac@aol.com","","1947","BUSINESS FILINGS INC","2394 E CAMELBACK RD","PHOENIX","AZ","85016","3429","8009817183",""
"10605022A","ERICKSEN ANNIKA L","324 N 8TH ST","SAINT PETER","MN","56082","1211","5073401434","ANSRICS@GMAIL.COM","502 W PELAAR DR","1960","HABITATION REALTY INC 03","641 N 10TH AVE STE 1","TUCSON","AZ","85705","8200","5023335373","HABITATIONRENTALS@GMAIL.COM"
"10605055A","UNWIN NORMAN G & IRIS S CP/RS","2399 WOODTHRUSH WAY","PLEASANTON","CA","94566","5326","4157259359","IMNORMAN@COMCAST.NET","544 W SIMMONS RD","2005","FORT LOWELL REALTY & PROPERTY MANAGEMENT 06","2921 E FORT LOWELL RD STE 203","TUCSON","AZ","85716","1556","5203052907","KATHY@FLRAZ.COM"
"10605055B","YOUNG HASSAN","PO BOX 30800 PMB 166","HONOLULU","HI","96820","0800","5205551212","","538 W SIMMONS RD","2005","PROPERTY MANAGEMENT GROUP (THE) 04","PO BOX 13402","TUCSON","AZ","85732","3402","5207217121",""
"106050720","YESCAS JOSE","3807 E PAINTED TORTOISE ST","TUCSON","AZ","85706","4962","5203138770","jesse.yescas1980@yahoo.com","704 W SIMMONS RD","2004","REALTY EXECUTIVES 09","6760 N ORACLE RD STE 130","TUCSON","AZ","85704","5608","5208506862","PM@MINDSPRING.COM"
"106072130","RODRIGUEZ ELIZABETH","948 W THURBER ST","TUCSON","AZ","85705","3130","5205510309","N/A","1017 W NAVAJO ST","1987","BLUE FOX PROPERTIES 02","7368 N LA CHOLLA BLVD","TUCSON","AZ","85741","2305","5207807888","MARYANN@BLUEFOXPROPERTIES.COM"
"106091470","WALLIS CONNIE A","3944 N POMONA RD","TUCSON","AZ","85705","2468","5202937116","CAWALLIS64@YAHOO.COM","3928 N POMONA RD","1971","OWNER AGENT","","","  ","     ","    ","          ",""
"106091720","SAUNDERS JASON","3320 N LAKEHARBOR LN # F-103","BOISE","ID","63703","6254","5707043132","SAUNDEDRS.JASONM@GMAIL.COM","1514 W KNOX ST","1971","TUCSON MANAGEMENT INC 01","PO BOX 35879","TUCSON","AZ","85740","5879","5203276995","KAT@TUCSONMANAGEMENT.COM"
"106122710","GOMEZ YANA M T","2002 N WESTRIDGE AVE","TUCSON","AZ","85745","1556","5207433554","","1433 W MOHAVE RD","1958","OWNER AGENT","","","  ","     ","    ","          ",""
"107050890","PON HERMAN GINN & MICHELLE KWONG CP/RS","2055 N VIA DE SUENOS","TUCSON","AZ","85745","9401","5202043626","HMGPON@MSN.COM","822 W GLENN ST","1977","OWNER AGENT","","","  ","     ","    ","          ",""
"107080320","TRACY CAROL F","7620 S CALLE DEL LAGO","TUCSON","AZ","85746","8330","5208912474","sztar1@msn.com","750 W VANOVER RD","1952","","","","","","","",""
"107082820","ORTIZ MARTA E GONZALES DE & ORTIZ MANUEL JT/RS","512 W GLENN ST","TUCSON","AZ","85705","4229","5206245629","martha 270 @live.com","768 W BUDMOORE TE","1949","","","","","","","",""
"107091230","NAVARRO MARKUS ALBERTO","2114 W GRANT RD #10","TUCSON","AZ","85745","1141","5202614824","JANCO4735@GMAIL.COM","610 W BALBOA DR","1984","OWNER AGENT","","","  ","     ","    ","          ",""
"107091350","CHETANBABU PATEL & PRITI CP/RS","5780 N WINDING WOODS PL","TUCSON","AZ","85718","8310","8473311897","PRITIANDCHETAN@ME.COM","2766 N MALIBU DR","1981","OWNER AGENT","","","  ","     ","    ","          ",""
"107091460","NAVARRO MARKUS ALBERTO","2114 W GRANT RD # 10","TUCSON","AZ","85745","1141","5202750550","N/A","2757 N MALIBU DR","1981","","","","","","","",""
"107092050","NAVARRO MARKUS ALBERTO","2114 W GRANT RD # 10","TUCSON","AZ","85745","1141","5202614824","JANCO4735@GMAIL.COM","540 W REDONDO DR","1982","OWNER AGENT","","","  ","     ","    ","          ",""
"107092710","AONU REAL ESTATE LLC","8506 E VIA DE SERENO","SCOTTSDALE","AZ","85258","3906","4807077190","SKENNEDY.VALOR@ICLOUD.COM","","1973","OWNER AGENT","","","  ","     ","    ","          ",""
"107120290","GAMMIE DAVID A","4500 STEINER RANCH BLVD APT 1205","AUSTIN","TX","78732","2319","5203907523","d_gammie@yahoo.com","2906 N LOS ALTOS AV","1956","FORT LOWELL REALTY & PROPERTY MANAGEMENT 06","2921 E FORT LOWELL RD STE 203","TUCSON","AZ","85716","1556","5203052907","KATHY@FLRAZ.COM"
"10712291E","GARCIA FRANCISCO & IRMA E JT/RS","3663 N SABINO CREEK PL","TUCSON","AZ","85750","2237","5207303392","IGPULIDO44@GMAIL.COM","2808 N FONTANA AV","1972","OWNER AGENT","","","  ","     ","    ","          ",""
"107123130","BAMBOO RENTAL PROPERTIES LLC","2526 N JORDAN DR","TUCSON","AZ","85745","1132","5233087051","NGUYENK7321@GMAIL.COM","2836 N LOS ALTOS AV","1966","OWNER AGENT","","","  ","     ","    ","          ",""
"107132820","GOLDEN NUGGET INC","2617 N 1ST AVE","TUCSON","AZ","85719","2968","5202991372","BIZSMARSHALL@GMAIL.COM","2617 N 1ST AV","1971","OWNER AGENT","","","  ","     ","    ","          ",""
"107150980","PITA DANIEL & PITA DANIEL B JT/RS","3416 N CAMINO ESPLANADE","TUCSON","AZ","85750","2213","5204095475","DANIELPITA40@YAHOO.COM","2732 N FONTANA AV","1964","OWNER AGENT","","","  ","     ","    ","          ",""
"108014650","PRADHAN GYANENDRA & MINU","2261 WREN WAY","CAMPBELL","CA","95008","3843","4088718767","DASPRADHANS@GMAIL.COM","3581 E GIBBON MOUNTAIN PL","1978","BLUE FOX PROPERTIES 02","7368 N LA CHOLLA BLVD","TUCSON","AZ","85741","2305","5207807888","MARYANN@BLUEFOXPROPERTIES.COM"
"108014760","LIZARD ROCK LLC","2852 E RACQUET CT","TUCSON","AZ","85716","1094","5206659504","tom@netchb.com","3577 E LIZARD ROCK PL","1978","","","","","","","",""
"108016780","HENRICKS JILL","1414 N WELLS ST APT 604","CHICAGO","IL","60610","1369","3129518455","JHENRICKS@NETZERO.COM","6522 N FOOTHILLS DR","1978","TUCSON REALTY & TRUST CO MANAGMENT SERVICES 02","2525 E BROADWAY BLVD STE 111","TUCSON","AZ","85716","5398","5203270009","INFO@TRTMANAGEMENT.COM"
"108017690","HUML JEANA","10332 N POSSUM RIDGE LN","TUCSON","AZ","85737","6981","5209906285","JEANAHUML@GMAIL.COM","","1983","OWNER AGENT","","","  ","     ","    ","          ",""
"108023290","TAYLOR CAROL S MD PC PROFIT SHARING PLAN","4230 E PONTATOC CANYON DR","TUCSON","AZ","85718","5233","5206644231","CTAYLOR995@MSN.COM","6695 N CALLE SIN NOMBRE","1992","OWNER AGENT","","","  ","     ","    ","          ",""
"108024450","JUAREZ FRANCISCA M","591 W PIZZICATO LN","ORO VALLEY","AZ","85737","3776","5208189262","FRENCHY23@MSN.COM","6663 N CALLE DE CALIPSO","1992","OWNER AGENT","","","  ","     ","    ","          ",""
"108025260","POND JONATHAN C & KULP GLADI E CP/RS","640 HEMLOCK ST","JUNEAU","AK","99801","1437","9077230460","JPGKAK@GMAIL.COM","","1986","KELLER WILLIAMS SOUTHERN AZ 06","1849 N KOLB RD","TUCSON","AZ","85715","4929","5206618657","RALVA45@YAHOO.COM"
"108040350","DEDE & POPPOP LLC","3023 PENDLETON DR","CEDAR FALLS","IA","50613","1764","3198306548","WMARTIN@CFU.NET","7005 N SKYWAY DR","1964","THOMPSON  PAMELA","963 W NATAL AVE","MESA","AZ","85210","7653","4808315639","PAMWLCS@GMAIL.COM"
"108071610","GODLASKY STUART J & GRACE M CP/RS","256 HICKORY DR","FAYETTEVILLE","PA","17222","1108","9043722653","GRACE.GODLASKY@GMAIL.COM","6771 N CAMINO ABBEY","1973","TUCSON MANAGEMENT INC 03","6720 E CAMINO PRINCIPAL STE 103","TUCSON","AZ","85715","3909","5207217121","EDWARD.TPMG@QWESTOFFICE.NET"
"108082740","CONTRERAS SYLVIA","707 W HEMLOCK WAY","CHANDLER","AZ","85248","4460","5204446983","satp6@hotmail.com","6090 N CALLE DE LA CULEBRA","1982","FORT LOWELL REALTY & PROPERTY MANAGEMENT 06","2921 E FORT LOWELL RD STE 203","TUCSON","AZ","85716","1556","5203052907","KATHY@FLRAZ.COM"
"108083330","ALY FATIMA Z & KHAMBATY FARUKH M CP/RS","2921 SW 98TH WAY","GAINESVILLE","FL","32608","8683","7034855642","CHEF3DR@HOTMAIL.COM","1501 E PASEO DEL ZORRO","1989","FORT LOWELL REALTY & PROPERTY MANAGEMENT 05","2026 E PRINCE RD","TUCSON","AZ","85719","2005","5203074384","SARAH@FLRAZ.COM"
"108101510","2415 LA ZORRELA LLC","5631 N CAMPBELL AVE","TUCSON","AZ","85718","4215","5206610758","HOIT@EMAIL.ARIZONA.EDU","2415 E CAMINO LA ZORRELA","1964","OWNER AGENT","","","  ","     ","    ","          ",""
"108110680","MC FADDEN ERIC J & SUSAN W CP/RS","1A CHOLMELEY CRESCENT N6 5 EZ","LONDON","AZ","00000","0000","5205551212","EJM1200@AOL.COM","6218 N CAMPBELL AV","1966","NORDSTROM GROUP INC 01","2200 E RIVER RD STE 103","TUCSON","AZ","85718","6515","5202995850","INFO@NORDSTROMGROUP.COM"
"108124440","CAMPOWEST LLC","5020 N CALLE ESQUINA","TUCSON","AZ","85718","6338","5202993041","msimon@swlaw.com","5993 N CAMPO ABIERTO","2004","OWNER AGENT","","","  ","     ","    ","          ",""
"108124680","GROO ANDREW M & EVELYN V CP/RS","3499 PASEO FLAMENCO","SAN CLEMENTE","CA","92672","3517","9498426945","AMGROO@AOL.COM","5932 N CAMPO ABIERTO","2005","EMS REALTY INC 06","6816 N ORACLE RD STE 300","TUCSON","AZ","85704","4232","5205442727","LINDA@EMSREALTY.COM"
"108124960","PAVEDWEST 1 LLC","5020 N CALLE ESQUINA","TUCSON","AZ","85718","6338","5202993041","MSIMON@SWLAW.COM","3435 E VIA PALOMA COLIPAVA","2004","OWNER AGENT","","","  ","     ","    ","          ",""
"108132850","ALTOBELLI JANE TR","2100 N LINCOLN PARK W APT 10DN","CHICAGO ","IL","60614","976 ","3128828048","jlaltobelli@yahoo.com","4840 N AVENIDA DE CASTILLA","1995","NORDSTROM GROUP INC 01","2200 E RIVER RD STE 103","TUCSON","AZ","85718","6515","5202995850","INFO@NORDSTROMGROUP.COM"
"108182650","GRIFFIN KURT J & HOOVER SUSAN E CP/RS","605 E 21ST ST","SIOUX FALLS","SD","57105","2013","6053325319","","5135 N VIA CONDESA","1973","FOOTHILLS PROPERTIES (RIVER RD) 01","2484 E RIVER RD","TUCSON","AZ","85718","6522","5202992100","MANAGER@TUCSONFOOTHILLS.COM"
"108186070","SAINZ RICHARD M & AMETHYST HINTON CP/RS","745 N MESA DR","MESA","AZ","85201","5110","4807171412","RICHARDSAINZ@GMAIL.COM","4777 N VIA ENTRADA","1971","OWNER AGENT","","","  ","     ","    ","          ",""
"108186210","PRICE DOROTHY ROE","866 CADOSIA RD","HANCOCK","NY","13783","3614","6076373412","TRISHBROWN@VISTAPOINTAZ.COM","4839 N VIA ENTRADA","1969","VISTA POINT PROPERTIES","2840 N COUNTRY CLUB RD STE 105","TUCSON","AZ","85716","1934","5204611401",""
"108186310","WALD MARIAN E REVOC TR","9750 N PASEO CORONA","TUCSON","AZ","85737","8874","5207302068","OPERAHORSE@GMAIL.COM","4819 N VIA ENTRADA","1969","OWNER AGENT","","","  ","     ","    ","          ",""
"108186580","DREW JAMES S LIVING TR","4903 HAMPTON CT","LAKE OSWEGO","OR","97035","2321","5034388190","JAMESDREW@COMCAST.NET","4850 N VIA SERENIDAD","1979","RPM PINNACLE 03","7330 N 16TH ST STE A320","PHOENIX","AZ","85020","5237","5208837368",""
"108190580","NUTAKKI ANIL P","3951 E STRAWBERRY DR","GILBERT","AZ","85298","0476","5206618099","APNUTAKKI@YAHOO.COM","","1985","OWNER AGENT","","","  ","     ","    ","          ",""
